case_id	test_name	expected_verdict	expected_first_finding	expected_position
M13.InadmissibleCandidate.path.dst	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/dst_replay.ail]	refused	InadmissibleCandidate:path:src/core/dst_replay.ail	aggregate:refusal
M13.InadmissibleCandidate.path.core_test	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/test/stub_step.ail]	refused	InadmissibleCandidate:path:src/core/test/stub_step.ail	aggregate:refusal
M13.InadmissibleCandidate.path.strict_replay_dst	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[scripts/dst/strict_replay_dst.ail]	refused	InadmissibleCandidate:path:scripts/dst/strict_replay_dst.ail	aggregate:refusal
M13.InadmissibleCandidate.path.lock	scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[ailang.lock]	refused	InadmissibleCandidate:path:ailang.lock	aggregate:refusal
M13.InadmissibleCandidate.path.toml	scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[ailang.toml]	refused	InadmissibleCandidate:path:ailang.toml	aggregate:refusal
M13.InadmissibleCandidate.path.packages	scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[packages/motoko-ext-abi/src/types.ail]	refused	InadmissibleCandidate:path:packages/motoko-ext-abi/src/types.ail	aggregate:refusal
M13.InadmissibleCandidate.path.nested_toml	scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[src/core/ailang.toml]	refused	InadmissibleCandidate:path:src/core/ailang.toml	aggregate:refusal
M13.InadmissibleCandidate.path.deletion	scripts/eval/test_candidate.py:test_m13_inadmissible_path_deletion_counts	refused	InadmissibleCandidate:path:src/core/prompts.ail	aggregate:refusal
M13.InadmissibleCandidate.path.list	scripts/eval/test_candidate.py:test_m13_path_list_globs	pass	-	aggregate:refusal
M13.InadmissibleCandidate.intent.behavior_change	scripts/eval/test_candidate.py:test_m13_inadmissible_intent[behavior_change]	refused	InadmissibleCandidate:intent:behavior-change	aggregate:refusal
M13.InadmissibleCandidate.intent.unreviewed	scripts/eval/test_candidate.py:test_m13_inadmissible_intent[unreviewed]	refused	InadmissibleCandidate:intent:unreviewed	aggregate:refusal
M13.InadmissibleCandidate.intent.parent	scripts/eval/test_candidate.py:test_m13_inadmissible_intent[parent]	refused	InadmissibleCandidate:intent:parent	aggregate:refusal
M13.InadmissibleCandidate.intent.candidate	scripts/eval/test_candidate.py:test_m13_inadmissible_intent[candidate]	refused	InadmissibleCandidate:intent:candidate	aggregate:refusal
M13.InadmissibleCandidate.intent.schema	scripts/eval/test_candidate.py:test_m13_inadmissible_intent[schema]	refused	InadmissibleCandidate:intent:schema	aggregate:refusal
M13.InadmissibleCandidate.intent.record_unreadable	scripts/eval/test_candidate.py:test_m13_inadmissible_intent_record_unreadable	refused	InadmissibleCandidate:intent:record_unreadable	aggregate:refusal
M13.order.path_before_intent	scripts/eval/test_candidate.py:test_m13_path_before_intent	refused	InadmissibleCandidate:path:ailang.lock	aggregate:refusal
M13.EvaluatorTouched.reader	scripts/eval/test_candidate.py:test_m13_evaluator_touched[src/eval/journal/reader.ail]	refused	EvaluatorTouched:src/eval/journal/reader.ail	aggregate:refusal
M13.EvaluatorTouched.guard	scripts/eval/test_candidate.py:test_m13_evaluator_touched[scripts/eval/mem_guard.py]	refused	EvaluatorTouched:scripts/eval/mem_guard.py	aggregate:refusal
M13.EvaluatorTouched.runner	scripts/eval/test_candidate.py:test_m13_evaluator_touched[scripts/eval/journal_replay.ail]	refused	EvaluatorTouched:scripts/eval/journal_replay.ail	aggregate:refusal
M13.EvaluatorTouched.manifest	scripts/eval/test_candidate.py:test_m13_evaluator_touched[tools/eval_protected/manifest-A.json]	refused	EvaluatorTouched:tools/eval_protected/manifest-A.json	aggregate:refusal
M13.EvaluatorTouched.generator	scripts/eval/test_candidate.py:test_m13_evaluator_touched[src/eval/journal/testdata/gen_fixtures.py]	refused	EvaluatorTouched:src/eval/journal/testdata/gen_fixtures.py	aggregate:refusal
M13.ProtectedRegionTouched.span_hash	scripts/eval/test_candidate.py:test_m13_protected_region_touched[span_hash]	refused	ProtectedRegionTouched:changed:tool_outcome_record	aggregate:refusal
M13.ProtectedRegionTouched.missing	scripts/eval/test_candidate.py:test_m13_protected_region_touched[missing]	refused	ProtectedRegionTouched:missing:scripted_step_faults	aggregate:refusal
M13.ProtectedRegionTouched.duplicate	scripts/eval/test_candidate.py:test_m13_protected_region_touched[duplicate]	refused	ProtectedRegionTouched:duplicate:provider_api_model	aggregate:refusal
M13.ProtectedRegionTouched.import_statement	scripts/eval/test_candidate.py:test_m13_protected_region_touched[import_statement]	refused	ProtectedRegionTouched:changed:<imports:1>	aggregate:refusal
M13.ProtectedRegionTouched.moved	scripts/eval/test_candidate.py:test_m13_protected_region_moved	refused	ProtectedRegionTouched:moved:provider_api_model	aggregate:refusal
M13.ProtectedRegionTouched.checker_error	scripts/eval/test_candidate.py:test_m13_protected_checker_error_refuses	refused	ProtectedRegionTouched:checker_error	aggregate:refusal
M13.clean.refusals	scripts/eval/test_candidate.py:test_m13_clean_twin_passes_every_refusal	pass	-	aggregate:refusal
M13.GuardTripped.trip	scripts/eval/test_candidate.py:test_m13_guard_tripped[trip]	refused	GuardTripped:trip	aggregate:guard
M13.GuardTripped.monitor_gap	scripts/eval/test_candidate.py:test_m13_guard_tripped[monitor_gap]	refused	GuardTripped:monitor_gap	aggregate:guard
M13.GuardTripped.refused	scripts/eval/test_candidate.py:test_m13_guard_tripped[refused]	refused	GuardTripped:invalid	aggregate:guard
M13.GuardTripped.monitor_not_started	scripts/eval/test_candidate.py:test_m13_guard_tripped[monitor_not_started]	refused	GuardTripped:monitor_not_started	aggregate:guard
M13.GuardTripped.interrupted	scripts/eval/test_candidate.py:test_m13_guard_tripped[interrupted]	refused	GuardTripped:interrupted	aggregate:guard
M13.GuardTripped.child_failed	scripts/eval/test_candidate.py:test_m13_guard_tripped[child_failed]	refused	GuardTripped:status:child_failed	aggregate:guard
M13.GuardTripped.missing	scripts/eval/test_candidate.py:test_m13_guard_missing	refused	GuardTripped:missing	aggregate:guard
M13.GuardTripped.clean	scripts/eval/test_candidate.py:test_m13_guard_clean_and_runner_refusal	pass	-	aggregate:guard
M13.GuardTripped.run	scripts/eval/test_candidate.py:test_m13_run_guard_refusal_is_guard_tripped	refused	GuardTripped:monitor_not_started	aggregate:guard
M13.PreflightMismatch.clean.compiled_set	scripts/eval/test_candidate.py:test_m13_compiled_set_clean	pass	-	aggregate:k0
M13.PreflightMismatch.compiled_set.summary_missing	scripts/eval/test_candidate.py:test_m13_preflight_compiled_set[summary_missing]	refused	PreflightMismatch:compiled_set:summary_missing	aggregate:k0
M13.PreflightMismatch.compiled_set.hits	scripts/eval/test_candidate.py:test_m13_preflight_compiled_set[hits]	refused	PreflightMismatch:compiled_set:hits	aggregate:k0
M13.PreflightMismatch.compiled_set.skip	scripts/eval/test_candidate.py:test_m13_preflight_compiled_set[skip]	refused	PreflightMismatch:compiled_set:skip_or_hit	aggregate:k0
M13.PreflightMismatch.compiled_set.hit_failed	scripts/eval/test_candidate.py:test_m13_preflight_compiled_set[hit_failed]	refused	PreflightMismatch:compiled_set:skip_or_hit	aggregate:k0
M13.PreflightMismatch.compiled_set.manifest_differs	scripts/eval/test_candidate.py:test_m13_preflight_compiled_set[manifest_differs]	refused	PreflightMismatch:compiled_set:manifest_differs	aggregate:k0
M13.PreflightMismatch.compiled_set.manifest_missing	scripts/eval/test_candidate.py:test_m13_preflight_compiled_set[manifest_missing]	refused	PreflightMismatch:compiled_set:manifest_unreadable	aggregate:k0
M13.PreflightMismatch.warm_cache.dir	scripts/eval/test_candidate.py:test_m13_preflight_warm_cache_dir	refused	PreflightMismatch:warm_cache:cache_not_empty	aggregate:k0
M13.PreflightMismatch.warm_cache.live	scripts/eval/test_candidate.py:test_m13_live_warm_cache_is_refused	refused	PreflightMismatch:compiled_set:hits	aggregate:k0
M13.PreflightMismatch.clean.selection	scripts/eval/test_candidate.py:test_m13_selection_clean	pass	-	aggregate:k0
M13.PreflightMismatch.selection.module_outside_root	scripts/eval/test_candidate.py:test_m13_preflight_module_outside_root	refused	PreflightMismatch:selection:module_outside_root:src/core/a	aggregate:k0
M13.PreflightMismatch.selection.module_outside_root.live	scripts/eval/test_candidate.py:test_m13_live_module_outside_root	refused	PreflightMismatch:selection:module_outside_root:src/core/phase_vocab	aggregate:k0
M13.PreflightMismatch.selection.project_hash	scripts/eval/test_candidate.py:test_m13_preflight_project_file_changed	refused	PreflightMismatch:selection:project_hash:src/core/a	aggregate:k0
M13.PreflightMismatch.selection.pkg_outside_pinned_root	scripts/eval/test_candidate.py:test_m13_preflight_pkg_outside_pinned_root	refused	PreflightMismatch:selection:pkg_outside_pinned_root:pkg/fx/pkg/m	aggregate:k0
M13.PreflightMismatch.selection.pkg_hash	scripts/eval/test_candidate.py:test_m13_preflight_pkg_file_differs	refused	PreflightMismatch:selection:pkg_hash:pkg/fx/pkg/m	aggregate:k0
M13.PreflightMismatch.selection.pkg_unresolved	scripts/eval/test_candidate.py:test_m13_preflight_pkg_unresolved	refused	PreflightMismatch:selection:unresolved:pkg/fx/pkg/m	aggregate:k0
M13.PreflightMismatch.selection.std_shadowed	scripts/eval/test_candidate.py:test_m13_preflight_std_shadowed_in_root	refused	PreflightMismatch:selection:std_outside_root:std/io	aggregate:k0
M13.PreflightMismatch.selection.std_hash	scripts/eval/test_candidate.py:test_m13_preflight_std_hash	refused	PreflightMismatch:selection:std_hash:std/io	aggregate:k0
M13.PreflightMismatch.selection.prefix_ambiguous	scripts/eval/test_candidate.py:test_m13_prefix_ambiguity_refused	refused	PreflightMismatch:selection:unresolved:src/core/a	aggregate:k0
M13.PreflightMismatch.closure.differs	scripts/eval/test_candidate.py:test_m13_preflight_closure_differs	refused	PreflightMismatch:closure:differs	aggregate:k0
M13.PreflightMismatch.clean.closure_prelude	scripts/eval/test_candidate.py:test_m13_closure_prelude_injection_listed	pass	-	aggregate:k0
M13.PreflightMismatch.clean.effective_lock	scripts/eval/test_candidate.py:test_m13_effective_lock_path_only	pass	-	aggregate:k0
M13.PreflightMismatch.effective_lock.interface_hash	scripts/eval/test_candidate.py:test_m13_preflight_effective_lock_other_change[interface_hash]	refused	PreflightMismatch:effective_lock:diff:packages/2/interface_hash	aggregate:k0
M13.PreflightMismatch.effective_lock.registry_path	scripts/eval/test_candidate.py:test_m13_preflight_effective_lock_other_change[registry_path]	refused	PreflightMismatch:effective_lock:diff:packages/0/path	aggregate:k0
M13.PreflightMismatch.effective_lock.generated_at	scripts/eval/test_candidate.py:test_m13_preflight_effective_lock_other_change[generated_at]	refused	PreflightMismatch:effective_lock:diff:generated_at	aggregate:k0
M13.PreflightMismatch.effective_lock.package_removed	scripts/eval/test_candidate.py:test_m13_preflight_effective_lock_other_change[package_removed]	refused	PreflightMismatch:effective_lock:diff:packages	aggregate:k0
M13.PreflightMismatch.clean.lock_path_mapping	scripts/eval/test_candidate.py:test_m13_lock_path_mapping	pass	-	aggregate:k0
M13.PreflightMismatch.clean.package_copy_from_a	scripts/eval/test_candidate.py:test_m13_copy_path_packages_from_a	pass	-	aggregate:k0
M13.PreflightMismatch.clean.identities	scripts/eval/test_candidate.py:test_m13_identities_clean	pass	-	aggregate:k0
M13.PreflightMismatch.identity.manifest_profile	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[manifest_profile]	refused	PreflightMismatch:manifest:profile_id	aggregate:k0
M13.PreflightMismatch.identity.manifest_toolchain	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[manifest_toolchain]	refused	PreflightMismatch:manifest:toolchain	aggregate:k0
M13.PreflightMismatch.identity.profile_version	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[profile_version]	refused	PreflightMismatch:profile:profile_version	aggregate:k0
M13.PreflightMismatch.identity.extension_packages	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[extension_packages]	refused	PreflightMismatch:profile:extension_packages	aggregate:k0
M13.PreflightMismatch.identity.toolchain_version	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[toolchain_version]	refused	PreflightMismatch:toolchain:version	aggregate:k0
M13.PreflightMismatch.identity.toolchain_commit	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[toolchain_commit]	refused	PreflightMismatch:toolchain:commit	aggregate:k0
M13.PreflightMismatch.identity.binary	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[binary]	refused	PreflightMismatch:binary:sha256	aggregate:k0
M13.PreflightMismatch.identity.corpus_program	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[corpus_program]	refused	PreflightMismatch:corpus:program.artifact	aggregate:k0
M13.PreflightMismatch.identity.t0_file	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[t0_file]	refused	PreflightMismatch:t0_settings:file	aggregate:k0
M13.PreflightMismatch.identity.t0_configuration	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[t0_configuration]	refused	PreflightMismatch:t0_settings:normalized_configuration	aggregate:k0
M13.PreflightMismatch.identity.program_digest	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[program_digest]	refused	PreflightMismatch:program:digest	aggregate:k0
M13.PreflightMismatch.identity.lock_a	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[lock_a]	refused	PreflightMismatch:lock:lock_a	aggregate:k0
M13.PreflightMismatch.identity.lock_c	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[lock_c]	refused	PreflightMismatch:lock:lock_c	aggregate:k0
M13.PreflightMismatch.identity.package_entries	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[package_entries]	refused	PreflightMismatch:packages:lock_entries	aggregate:k0
M13.PreflightMismatch.identity.k0build_missing	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[k0build_missing]	refused	PreflightMismatch:record:k0build_missing	aggregate:k0
M13.PreflightMismatch.identity.program_missing	scripts/eval/test_candidate.py:test_m13_preflight_identity_class[program_missing]	refused	PreflightMismatch:record:program_missing	aggregate:k0
M13.PreflightMismatch.loader_rules	scripts/eval/test_candidate.py:test_m13_preflight_loader_rules_moved	refused	PreflightMismatch:loader_rules:moved:internal/loader/stdlib_resolver.go	aggregate:k0
M13.PreflightMismatch.trace_loader_discarded	scripts/eval/test_candidate.py:test_m13_trace_loader_is_discarded_at_ae36986	pass	-	aggregate:k0
M13.PreflightMismatch.pins	scripts/eval/test_candidate.py:test_m13_pins_shape	pass	-	aggregate:k0
M13.PreflightMismatch.run.during_run	scripts/eval/test_candidate.py:test_m13_run_corpus_and_tree_changed_during_run	refused	PreflightMismatch:<first of k0; asserts corpus:changed_during_run, tree:changed_during_run present>	aggregate:k0
M13.PreflightMismatch.run.dev_evaluator_real_entry	scripts/eval/test_candidate.py:test_m13_run_dev_evaluator_refused_for_real_entry	refused	PreflightMismatch:e_unpinned:dev_generator	aggregate:k0
M13.run.refused_before_assembly	scripts/eval/test_candidate.py:test_m13_run_refused_before_assembly	refused	InadmissibleCandidate:path:src/core/prompts.ail	aggregate:refusal
M13.run.run_directory_exists	scripts/eval/test_candidate.py:test_m13_run_directory_must_not_exist	error	EvalError:run directory exists	-
M13.live.provenance_record	scripts/eval/test_candidate.py:test_m13_live_provenance_record	pass	-	aggregate:k0
M13.ProgramUndecodable.clean.starts	src/eval/journal/candidate.ail:test_m13_program_starts	pass	-	aggregate:program
M13.ProgramUndecodable.digest	src/eval/journal/candidate.ail:test_m13_program_undecodable_digest	refused	ProgramUndecodable:ProgramStructurallyInvalid(artifact-digest-mismatch)	aggregate:program
M13.ProgramUndecodable.garbage	src/eval/journal/candidate.ail:test_m13_program_undecodable_garbage	refused	ProgramUndecodable:ProgramStructurallyInvalid(<decode rule>)	aggregate:program
M13.ProgramUndecodable.structural	src/eval/journal/candidate.ail:test_m13_program_structurally_invalid	refused	ProgramUndecodable:ProgramStructurallyInvalid(<program rule>)	aggregate:program
M13.ProgramUndecodable.provider_outcome	src/eval/journal/candidate.ail:test_m13_program_provider_outcome_undecodable	refused	ProgramUndecodable:ProviderOutcomeUndecodable(1)	aggregate:program
M13.ProgramUndecodable.labels	src/eval/journal/candidate.ail:test_m13_refusal_labels	pass	-	aggregate:program
M13.ProgramUndecodable.clean.loads	src/eval/journal/candidate_live_test.ail:m13_program_loads	pass	-	aggregate:program
M13.ProgramUndecodable.file	src/eval/journal/candidate_live_test.ail:m13_program_undecodable_file	refused	ProgramUndecodable:ProgramStructurallyInvalid(artifact-digest-mismatch)	aggregate:program
M13.ProgramUndecodable.unreadable	src/eval/journal/candidate_live_test.ail:m13_program_unreadable	refused	ProgramUndecodable:ProgramStructurallyInvalid(artifact-unreadable)	aggregate:program
M13.ProgramUndecodable.outcome_file	src/eval/journal/candidate_live_test.ail:m13_program_undecodable_outcome	refused	ProgramUndecodable:ProviderOutcomeUndecodable(1)	aggregate:program
M13.ProgramUndecodable.run	scripts/eval/test_candidate.py:test_m13_run_program_undecodable_from_runner	refused	ProgramUndecodable:ProgramStructurallyInvalid(artifact-digest-mismatch)	aggregate:program
M13.ProgramUndecodable.run.live	scripts/eval/test_candidate.py:test_m13_live_program_undecodable	refused	ProgramUndecodable:ProgramStructurallyInvalid(artifact-digest-mismatch)	aggregate:program
M15.InadmissibleCandidate.path.passes_path	scripts/eval/test_candidate.py:test_m15_inadmissible_path_passes_path_refusal	pass	-	aggregate:refusal
M15.InadmissibleCandidate.path.passes_k0	scripts/eval/test_candidate.py:test_m15_inadmissible_path_k0_passes	pass	-	aggregate:k0
M15.InadmissibleCandidate.intent.passes_intent	scripts/eval/test_candidate.py:test_m15_inadmissible_intent_passes_intent_refusal	pass	-	aggregate:refusal
M15.InadmissibleCandidate.path.passes_protected	scripts/eval/test_candidate.py:test_m15_inadmissible_path_passes_path_refusal	pass	-	aggregate:protected
M15.InadmissibleCandidate.path.edit_changes_sent_message	scripts/eval/test_candidate.py:test_m15_inadmissible_path_edit_changes_a_sent_message	pass	-	aggregate:manifest
M15.InadmissibleCandidate.digest_function_only.passes_path	scripts/eval/test_candidate.py:test_m15_digest_function_only_passes_path_refusal	pass	-	aggregate:refusal
M15.InadmissibleCandidate.digest_function_only.passes_k0	scripts/eval/test_candidate.py:test_m15_digest_function_only_k0_passes	pass	-	aggregate:k0
M15.InadmissibleCandidate.digest_function_only.intent.passes_intent	scripts/eval/test_candidate.py:test_m15_digest_function_only_passes_intent_refusal	pass	-	aggregate:refusal
M15.EvaluatorTouched.passes_evaluator	scripts/eval/test_candidate.py:test_m15_evaluator_touched_passes_evaluator_refusal	pass	-	aggregate:refusal
M15.ProtectedRegionTouched.passes_protected	scripts/eval/test_candidate.py:test_m15_protected_region_passes_protected_refusal	pass	-	aggregate:refusal
M15.ProgramUndecodable	-	inapplicable	reason: the program is pinned by the entry and K0 compares corpus hashes, so a candidate cannot change it; the reachable counterpart is M14's OutcomeDiffers (PLAN-004 M15)	-
M15.PreflightMismatch	-	inapplicable	reason: identity refusals have no replay (PLAN-004 M15)	-
M15.GuardTripped	-	inapplicable	reason: resource refusals have no replay (PLAN-004 M15)	-
M14.reproduced.suspended	src/eval/journal/candidate_checks_live_test.ail:m14_reproduced_suspended	reproduced	-	-
M14.reproduced.finalize	src/eval/journal/candidate_checks_live_test.ail:m14_reproduced_finalize	reproduced	-	-
M14.WrongKind	src/eval/journal/candidate_checks_live_test.ail:m14_k2_wrong_kind	diverged	K2:WrongKind	interaction:7
M14.WrongOrigin	src/eval/journal/candidate_checks_live_test.ail:m14_k2_wrong_origin	diverged	K2:WrongOrigin	interaction:7
M14.UnsafeIdentity	src/eval/journal/candidate_checks_live_test.ail:m14_k2_unsafe_identity	diverged	K2:UnsafeIdentity	interaction:10
M14.ProjectionDiffers	src/eval/journal/candidate_checks_live_test.ail:m14_k2_projection_differs	diverged	K2:ProjectionDiffers	interaction:14
M14.OutcomeDiffers	src/eval/journal/candidate_checks_live_test.ail:m14_k2_outcome_differs	diverged	K2:OutcomeDiffers	interaction:17
M14.ProgramExhausted.log_length	src/eval/journal/candidate_checks_live_test.ail:m14_k2_program_exhausted	diverged	K2:ProgramExhausted	interaction:23
M14.UnusedInteraction.log_length	src/eval/journal/candidate_checks_live_test.ail:m14_k2_unused_interaction	diverged	K2:UnusedInteraction	interaction:22
M14.exhausted_marker.past_end	src/eval/journal/candidate_checks_live_test.ail:m14_exhausted_marker_past_end	diverged	K2:ProgramExhausted	interaction:18
M14.exhausted_marker.at_position	src/eval/journal/candidate_checks_live_test.ail:m14_exhausted_marker_at_position	diverged	K2:ProjectionDiffers	interaction:18
M14.exhausted_marker.earlier_mismatch	src/eval/journal/candidate_checks_live_test.ail:m14_exhausted_marker_earlier_mismatch	diverged	K2:ProjectionDiffers	interaction:14
M14.K1.ReconstitutionFinding	src/eval/journal/candidate_checks_live_test.ail:m14_k1_reconstitution	diverged	K1:QueueOverfilled	aggregate:reconstitution:tools
M14.K1.unstartable	src/eval/journal/candidate_checks_live_test.ail:m14_k1_unstartable	refused	ProgramUndecodable:ProviderOutcomeUndecodable(7)	aggregate:program
M14.K3.DiscoveryFinding.prepared_gt_recorded	src/eval/journal/candidate_checks_live_test.ail:m14_k3_prepared_over_recorded	diverged	K3:UnderRecorded	aggregate:witness
M14.K3.DiscoveryFinding.prepared_gt_recorded.stored_witness_agrees	src/eval/journal/candidate_checks_live_test.ail:m14_k3_prepared_over_recorded_stored_witness_agrees	diverged	K3:UnderRecorded	aggregate:witness
M14.K3.DiscoveryFinding.prepared_lt_recorded	src/eval/journal/candidate_checks_live_test.ail:m14_k3_prepared_under_recorded	diverged	K3:OverRecorded	aggregate:witness
M14.K3.runtime_count.clock_delta_ms	src/eval/journal/candidate_checks_live_test.ail:m14_k3_runtime_count_clock	diverged	K3:RuntimeCountDiffers	aggregate:witness:clock_delta_ms
M14.K3.runtime_count.tool_dispatches	src/eval/journal/candidate_checks_live_test.ail:m14_k3_runtime_count_tools	diverged	K3:RuntimeCountDiffers	aggregate:witness:tool_dispatches
M14.K4.Violation	src/eval/journal/candidate_checks_live_test.ail:m14_k4_violation	diverged	K4:decision-budget-exceeded	aggregate:invariants:bounded-progress
M14.K4.CensusMismatch	src/eval/journal/candidate_checks_live_test.ail:m14_k4_census_mismatch	diverged	K4:CensusMismatch	aggregate:census:decisions
M14.K4.family_evidence	src/eval/journal/candidate_checks_live_test.ail:m14_k4_family_record	diverged	K4:FamilyEvidenceDiffers	aggregate:family:tool-pairing
M14.K5.FrameMismatch	src/eval/journal/candidate_checks_live_test.ail:m14_k5_frame	diverged	K5:FrameMalformed	aggregate:frame
M14.K5.FrameMismatch.pending	src/eval/journal/candidate_checks_live_test.ail:m14_k5_pending	diverged	K5:PendingNotEmpty	aggregate:frame
M14.K6.EndMismatch	src/eval/journal/candidate_checks_live_test.ail:m14_k6_end	diverged	K6:EndMismatch	call:3
M14.K6.EndMismatch.marker_scan	src/eval/journal/candidate_checks_live_test.ail:m14_k6_marker_scan	diverged	K6:ExhaustedMarker	call:3
M14.K7.ChainMismatch.seed	src/eval/journal/candidate_checks_live_test.ail:m14_k7_seed_chain	diverged	K7:SeedDigestDiffers	snapshot:12
M14.K7.ChainMismatch.append	src/eval/journal/candidate_checks_live_test.ail:m14_k7_append_chain	diverged	K7:ChainDiffers	snapshot:14
M14.regression_diagnostic_only	src/eval/journal/candidate_checks_live_test.ail:m14_regression_diagnostic_only	diverged	K2:ProjectionDiffers	interaction:14
M14.pure.K2.positions	src/eval/journal/candidate_checks.ail:test_m14_k2_positions	pass	-	aggregate:k2
M14.pure.K4.family_record	src/eval/journal/candidate_checks.ail:test_m14_k4_family_record	pass	-	aggregate:family
M14.pure.K4.census_record	src/eval/journal/candidate_checks.ail:test_m14_k4_census_record	pass	-	aggregate:census
M14.pure.refused_arm	src/eval/journal/candidate_checks.ail:test_m14_refused_arm	pass	-	aggregate:refusal
M15.clean.candidate	src/eval/journal/testdata/m15_k_rows.sh:clean	reproduced	-	-
M15.InadmissibleCandidate.path	src/eval/journal/testdata/m15_k_rows.sh:path_permitted	diverged	K7:SeedDigestDiffers	snapshot:12
M15.InadmissibleCandidate.intent	src/eval/journal/testdata/m15_k_rows.sh:path_permitted	diverged	K7:SeedDigestDiffers	snapshot:12
M15.EvaluatorTouched	src/eval/journal/testdata/m15_k_rows.sh:evaluator_touched	diverged	K2:UnsafeIdentity	interaction:9
M15.ProtectedRegionTouched.fixture_comment_only	src/eval/journal/testdata/m15_k_rows.sh:protected_region	reproduced	-	-
M15.ProtectedRegionTouched.search.passes_protected	src/eval/journal/testdata/m15_k_rows.sh:closure_search	pass	-	aggregate:refusal
M15.ProtectedRegionTouched	src/eval/journal/testdata/m15_k_rows.sh:closure_search	diverged	K2:OutcomeDiffers	interaction:7
